speaker,l1,target,vowel,word,vduration,syllables,srduration,speechrate,consonant,place,voicing,vowelht,vowelbk,context,
fbs2,snh,snh,e,tened,0.143886101,6,1.058939232,5.666047509,d,alveolar,voiced,media,anterior,final,
fbs4,snh,snh,e,tened,0.117816094,6,1.174989102,5.106430342,d,alveolar,voiced,media,anterior,final,
mbs1,snh,snh,e,tened,0.09013697,6,0.882901254,6.795776963,d,alveolar,voiced,media,anterior,final,
mbs2,snh,snh,e,tened,0.095641215,6,1.105731258,5.426273299,d,alveolar,voiced,media,anterior,final,
mbs3,snh,snh,e,tened,0.198532707,6,1.528978191,3.924189395,d,alveolar,voiced,media,anterior,final,
mbs4,snh,snh,e,tened,0.175543908,6,1.961058448,3.059572246,d,alveolar,voiced,media,anterior,final,
mbs5,snh,snh,e,tened,0.098489871,6,1.151972884,5.208455929,d,alveolar,voiced,media,anterior,final,
mbe4,eng,eng,e,beat,0.243279599,3,1.619672112,1.852226742,t,alveolar,voiceless,media,anterior,final,
fbe3,eng,eng,e,plate,0.105082617,3,1.206759945,2.485995671,t,alveolar,voiceless,media,anterior,final,
fbe4,eng,eng,e,plate,0.118778899,3,0.915061836,3.278466965,t,alveolar,voiceless,media,anterior,final,
fbe5,eng,eng,e,plate,0.097964317,3,0.96307808,3.115012232,t,alveolar,voiceless,media,anterior,final,
mbe1,eng,eng,e,plate,0.129389251,3,1.107213969,2.709503388,t,alveolar,voiceless,media,anterior,final,
mbe2,eng,eng,e,plate,0.152090114,3,0.856411252,3.502989939,t,alveolar,voiceless,media,anterior,final,
mbe4,eng,eng,e,plate,0.179785867,3,1.504578946,1.99391332,t,alveolar,voiceless,media,anterior,final,
fbe1,eng,eng,e,plate,0.09952264,3,0.997752684,3.006757133,t,alveolar,voiceless,media,anterior,final,
fbe2,eng,eng,e,plate,0.086963271,3,0.944276679,3.177034938,t,alveolar,voiceless,media,anterior,final,
fbe4,eng,snh,e,internet,0.094890745,7,1.256445697,5.571271417,t,alveolar,voiceless,media,anterior,final,
fbe5,eng,snh,e,internet,0.063627648,7,1.256592184,5.570621948,t,alveolar,voiceless,media,anterior,final,
fbe1,eng,snh,e,internet,0.072666412,7,1.640249148,4.267644345,t,alveolar,voiceless,media,anterior,final,
mbe2,eng,snh,e,internet,0.091771656,7,1.100505326,6.360714332,t,alveolar,voiceless,media,anterior,final,
fbs2,snh,eng,e,plate,0.128421813,3,1.390286227,2.157829044,t,alveolar,voiceless,media,anterior,final,
fbs4,snh,eng,e,plate,0.138453688,3,0.955199338,3.140705693,t,alveolar,voiceless,media,anterior,final,
mbs1,snh,eng,e,plate,0.208948927,3,1.351410823,2.219902304,t,alveolar,voiceless,media,anterior,final,
mbs2,snh,eng,e,plate,0.256759464,3,1.651062151,1.817012157,t,alveolar,voiceless,media,anterior,final,
mbs4,snh,eng,e,plate,0.16025479,3,1.508905909,1.988195541,t,alveolar,voiceless,media,anterior,final,
mbs5,snh,eng,e,plate,0.145713866,3,1.130472628,2.65375731,t,alveolar,voiceless,media,anterior,final,
mbs5,snh,eng,e,plate,0.126676414,3,1.483810559,2.021821439,t,alveolar,voiceless,media,anterior,final,
fbs1,snh,eng,e,plate,0.125857483,3,1.156519753,2.593989417,t,alveolar,voiceless,media,anterior,final,
mbs3,snh,eng,e,plate,0.131921392,3,1.286993921,2.331013342,t,alveolar,voiceless,media,anterior,final,
fbs1,snh,snh,e,internet,0.119105724,7,1.170217595,5.981793497,t,alveolar,voiceless,media,anterior,final,
fbs2,snh,snh,e,internet,0.084670672,7,1.216397862,5.754696072,t,alveolar,voiceless,media,anterior,final,
fbs4,snh,snh,e,internet,0.125005659,7,1.401441547,4.994856915,t,alveolar,voiceless,media,anterior,final,
mbs1,snh,snh,e,internet,0.099048595,7,0.973069892,7.193727866,t,alveolar,voiceless,media,anterior,final,
mbs3,snh,snh,e,internet,0.147759373,7,1.365488053,5.126372205,t,alveolar,voiceless,media,anterior,final,
mbs4,snh,snh,e,internet,0.08108337,7,1.239032383,5.649569854,t,alveolar,voiceless,media,anterior,final,
mbs5,snh,snh,e,internet,0.117857439,7,1.282469623,5.458218952,t,alveolar,voiceless,media,anterior,final,
fbe5,eng,eng,e,hague,0.157334041,3,0.919605496,3.262268453,g,velar,voiced,media,anterior,final,
mbe1,eng,eng,e,hague,0.278845177,3,0.979458044,3.062918333,g,velar,voiced,media,anterior,final,
mbe4,eng,eng,e,hague,0.316875984,3,1.510900706,1.985570586,g,velar,voiced,media,anterior,final,
fbe1,eng,eng,e,hague,0.211446856,3,1.659676416,1.807581268,g,velar,voiced,media,anterior,final,
fbe2,eng,snh,e,talweg,0.079467951,6,1.329074755,4.514418753,g,velar,voiced,media,anterior,final,
fbe4,eng,snh,e,talweg,0.094768095,6,1.242003719,4.83090341,g,velar,voiced,media,anterior,final,
fbe5,eng,snh,e,talweg,0.127019817,6,1.218928658,4.922355349,g,velar,voiced,media,anterior,final,
mbe4,eng,snh,e,talweg,0.226312602,6,2.588086712,2.318314905,g,velar,voiced,media,anterior,final,
fbe1,eng,snh,e,talweg,0.104888146,6,1.056671731,5.678206226,g,velar,voiced,media,anterior,final,
mbe2,eng,snh,e,talweg,0.120065447,6,1.219021284,4.921981328,g,velar,voiced,media,anterior,final,
fbs4,snh,eng,e,hague,0.21324932,3,1.116357296,2.68731168,g,velar,voiced,media,anterior,final,
mbs3,snh,eng,e,hague,0.287382988,3,2.01000444,1.492534017,g,velar,voiced,media,anterior,final,
mbs1,snh,snh,e,talweg,0.097593697,6,1.208425876,4.965136975,g,velar,voiced,media,anterior,final,
mbs4,snh,snh,e,talweg,0.135051497,6,1.640157906,3.65818436,g,velar,voiced,media,anterior,final,
fbe3,eng,eng,e,ache,0.160330285,3,1.270186992,2.36185697,k,velar,voiceless,media,anterior,final,
fbe4,eng,eng,e,ache,0.124532134,3,0.809804613,3.70459732,k,velar,voiceless,media,anterior,final,
fbe5,eng,eng,e,ache,0.15199702,3,1.068264233,2.808293966,k,velar,voiceless,media,anterior,final,3.208440464
mbe1,eng,eng,e,ache,0.168108731,3,1.24916383,2.401606521,k,velar,voiceless,media,anterior,final,
mbe2,eng,eng,e,ache,0.144800382,3,0.878512188,3.414864406,k,velar,voiceless,media,anterior,final,
mbe4,eng,eng,e,ache,0.174611964,3,1.527359194,1.964174512,k,velar,voiceless,media,anterior,final,
fbe1,eng,eng,e,ache,0.15226462,3,1.037825726,2.890658734,k,velar,voiceless,media,anterior,final,
fbe2,eng,eng,e,ache,0.155532204,3,0.860357164,3.486923949,k,velar,voiceless,media,anterior,final,
fbe2,eng,snh,e,bistec,0.090677626,6,1.483694935,4.043958,k,velar,voiceless,media,anterior,final,
fbe3,eng,snh,e,bistec,0.114323398,6,1.613268448,3.719157843,k,velar,voiceless,media,anterior,final,
fbe4,eng,snh,e,bistec,0.079191186,6,1.173404746,5.113325151,k,velar,voiceless,media,anterior,final,
fbe5,eng,snh,e,bistec,0.082082801,6,1.140177757,5.262337353,k,velar,voiceless,media,anterior,final,
fbe1,eng,snh,e,bistec,0.070867654,6,0.992664635,6.044337423,k,velar,voiceless,media,anterior,final,
mbe1,eng,snh,e,bistec,0.095891869,6,1.200168108,4.999299647,k,velar,voiceless,media,anterior,final,
mbe2,eng,snh,e,bistec,0.136417326,6,1.456053201,4.120728554,k,velar,voiceless,media,anterior,final,
fbs2,snh,eng,e,ache,0.13450041,3,1.206677205,2.486166132,k,velar,voiceless,media,anterior,final,0.849447251
fbs4,snh,eng,e,ache,0.179603076,3,1.682089605,1.783495951,k,velar,voiceless,media,anterior,final,
mbs4,snh,eng,e,ache,0.189209403,3,1.430519791,2.097139808,k,velar,voiceless,media,anterior,final,
mbs5,snh,eng,e,ache,0.09832526,3,1.431250512,2.096069119,k,velar,voiceless,media,anterior,final,
fbs1,snh,eng,e,ache,0.129016962,3,1.057638759,2.836507243,k,velar,voiceless,media,anterior,final,
mbs3,snh,eng,e,ache,0.246309038,3,1.741520092,1.722633011,k,velar,voiceless,media,anterior,final,
fbs1,snh,snh,e,bistec,0.118841626,6,1.038704189,5.776428037,k,velar,voiceless,media,anterior,final,
fbs2,snh,snh,e,bistec,0.089910047,6,1.058939232,5.666047509,k,velar,voiceless,media,anterior,final,
fbs4,snh,snh,e,bistec,0.089884055,6,1.136534913,5.279204301,k,velar,voiceless,media,anterior,final,
mbs1,snh,snh,e,bistec,0.081303862,6,0.884779767,6.781348562,k,velar,voiceless,media,anterior,final,
mbs2,snh,snh,e,bistec,0.12035888,6,1.097671992,5.466113779,k,velar,voiceless,media,anterior,final,
mbs3,snh,snh,e,bistec,0.177879513,6,1.455292495,4.122882528,k,velar,voiceless,media,anterior,final,
mbs4,snh,snh,e,bistec,0.127516139,6,1.154350314,5.197728912,k,velar,voiceless,media,anterior,final,
mbs5,snh,snh,e,bistec,0.077272386,6,1.127223467,5.322813245,k,velar,voiceless,media,anterior,final,
fbe3,eng,eng,i,bead,0.192593075,3,1.107219771,2.70948919,d,alveolar,voiced,alta,anterior,final,
fbe5,eng,eng,i,bead,0.252213395,3,1.260695535,2.379638792,d,alveolar,voiced,alta,anterior,final,
mbe1,eng,eng,i,bead,0.154021971,3,0.799654118,3.751622021,d,alveolar,voiced,alta,anterior,final,
mbe2,eng,eng,i,bead,0.170091247,3,0.994542099,3.016463558,d,alveolar,voiced,alta,anterior,final,
mbe4,eng,eng,i,bead,0.336144379,3,1.753945448,1.71042948,d,alveolar,voiced,alta,anterior,final,
fbe1,eng,eng,i,bead,0.186888108,3,0.873641984,3.433900904,d,alveolar,voiced,alta,anterior,final,
fbe2,eng,eng,i,bead,0.249560512,3,0.937449376,3.200172807,d,alveolar,voiced,alta,anterior,final,
fbe3,eng,snh,i,abducid,0.139667542,7,1.670738355,4.189764352,d,alveolar,voiced,alta,anterior,final,
fbe4,eng,snh,i,abducid,0.092513989,7,1.447800933,4.834918836,d,alveolar,voiced,alta,anterior,final,
fbe1,eng,snh,i,abducid,0.067899159,7,1.280470837,5.466739106,d,alveolar,voiced,alta,anterior,final,
mbe2,eng,snh,i,abducid,0.102190672,7,1.969622353,3.553980787,d,alveolar,voiced,alta,anterior,final,
fbs2,snh,eng,i,bead,0.222954216,3,1.829732756,1.639583699,d,alveolar,voiced,alta,anterior,final,
fbs4,snh,eng,i,bead,0.131694495,3,1.04752913,2.863882172,d,alveolar,voiced,alta,anterior,final,
mbs1,snh,eng,i,bead,0.261270734,3,1.417718038,2.116076625,d,alveolar,voiced,alta,anterior,final,
mbs4,snh,eng,i,bead,0.282991399,3,1.99880859,1.50089409,d,alveolar,voiced,alta,anterior,final,
mbs5,snh,eng,i,bead,0.163768455,3,2.075837571,1.44519978,d,alveolar,voiced,alta,anterior,final,
fbs1,snh,eng,i,bead,0.17257548,3,0.964478955,3.110487776,d,alveolar,voiced,alta,anterior,final,
mbs3,snh,eng,i,bead,0.306490859,3,1.818920985,1.649329479,d,alveolar,voiced,alta,anterior,final,
fbs1,snh,snh,i,abducid,0.103458361,7,1.23106891,5.686115491,d,alveolar,voiced,alta,anterior,final,
fbs2,snh,snh,i,abducid,0.11354277,7,1.884933989,3.7136579,d,alveolar,voiced,alta,anterior,final,
fbs4,snh,snh,i,abducid,0.139521043,7,1.478349924,4.735008867,d,alveolar,voiced,alta,anterior,final,
mbs1,snh,snh,i,abducid,0.083662161,7,1.252968375,5.586733186,d,alveolar,voiced,alta,anterior,final,
mbs2,snh,snh,i,abducid,0.090766932,6,1.326554849,4.522994285,d,alveolar,voiced,alta,anterior,final,
mbs3,snh,snh,i,abducid,0.17503354,7,1.641809412,4.263588664,d,alveolar,voiced,alta,anterior,final,
fbe3,eng,eng,i,beat,0.172693507,3,1.126392464,2.663370092,t,alveolar,voiceless,alta,anterior,final,
fbe4,eng,eng,i,beat,0.124240626,3,0.902685429,3.323416889,t,alveolar,voiceless,alta,anterior,final,
fbe5,eng,eng,i,beat,0.132226175,3,1.019926096,2.941389588,t,alveolar,voiceless,alta,anterior,final,
mbe1,eng,eng,i,beat,0.141102374,3,0.842239284,3.561933118,t,alveolar,voiceless,alta,anterior,final,
mbe2,eng,eng,i,beat,0.145122738,3,0.814971998,3.681108071,t,alveolar,voiceless,alta,anterior,final,
fbe1,eng,eng,i,beat,0.154523909,3,1.036689374,2.893827288,t,alveolar,voiceless,alta,anterior,final,
fbe2,eng,eng,i,beat,0.126862157,3,0.779178702,3.850207908,t,alveolar,voiceless,alta,anterior,final,
fbe2,eng,snh,i,cenit,0.084345262,6,1.371842012,4.373681478,t,alveolar,voiceless,alta,anterior,final,
fbe4,eng,snh,i,cenit,0.083376799,6,1.242003719,4.83090341,t,alveolar,voiceless,alta,anterior,final,
fbe5,eng,snh,i,cenit,0.113357403,6,1.123057865,5.342556414,t,alveolar,voiceless,alta,anterior,final,
mbe4,eng,snh,i,cenit,0.111652764,6,2.026952867,2.960108297,t,alveolar,voiceless,alta,anterior,final,
fbe1,eng,snh,i,cenit,0.070218723,6,0.963186028,6.229326242,t,alveolar,voiceless,alta,anterior,final,
mbe2,eng,snh,i,cenit,0.11677379,6,1.320606391,4.54336738,t,alveolar,voiceless,alta,anterior,final,
fbs2,snh,eng,i,beat,0.117050964,3,0.807080397,3.717101806,t,alveolar,voiceless,alta,anterior,final,
fbs4,snh,eng,i,beat,0.135505293,3,1.071031386,2.801038363,t,alveolar,voiceless,alta,anterior,final,
mbs1,snh,eng,i,beat,0.224718827,3,1.244055472,2.411468032,t,alveolar,voiceless,alta,anterior,final,
mbs2,snh,eng,i,beat,0.11167619,3,0.979548067,3.062636843,t,alveolar,voiceless,alta,anterior,final,
mbs4,snh,eng,i,beat,0.155074755,3,1.149641784,2.609508495,t,alveolar,voiceless,alta,anterior,final,
mbs5,snh,eng,i,beat,0.171350175,4,1.141490299,3.504190972,t,alveolar,voiceless,alta,anterior,final,
fbs1,snh,eng,i,beat,0.122980861,3,0.860359068,3.486916233,t,alveolar,voiceless,alta,anterior,final,
mbs3,snh,eng,i,beat,0.180307589,3,1.748776426,1.715485156,t,alveolar,voiceless,alta,anterior,final,
fbs1,snh,snh,i,cenit,0.109042618,6,1.015748807,5.906972234,t,alveolar,voiceless,alta,anterior,final,
fbs2,snh,snh,i,cenit,0.121853707,6,1.013664885,5.91911596,t,alveolar,voiceless,alta,anterior,final,
mbs1,snh,snh,i,cenit,0.105801014,6,1.091035978,5.499360353,t,alveolar,voiceless,alta,anterior,final,
mbs2,snh,snh,i,cenit,0.111291588,6,1.445831955,4.149859863,t,alveolar,voiceless,alta,anterior,final,
mbs4,snh,snh,i,cenit,0.115573022,6,1.751581677,3.425475431,t,alveolar,voiceless,alta,anterior,final,
fbe3,eng,eng,i,fatigue,0.19943908,4,1.444234317,2.769633677,g,velar,voiced,alta,anterior,final,
fbe4,eng,eng,i,fatigue,0.168646322,4,1.120345475,3.570327269,g,velar,voiced,alta,anterior,final,
mbe1,eng,eng,i,fatigue,0.194228411,4,1.003116451,3.987572924,g,velar,voiced,alta,anterior,final,
mbe2,eng,eng,i,fatigue,0.168982792,4,1.011117801,3.956017781,g,velar,voiced,alta,anterior,final,
mbe4,eng,eng,i,fatigue,0.292200932,4,1.583600949,2.525888863,g,velar,voiced,alta,anterior,final,
fbe1,eng,eng,i,fatigue,0.179075618,4,1.323847464,3.021496138,g,velar,voiced,alta,anterior,final,
fbe2,eng,eng,i,fatigue,0.164902935,4,1.057589836,3.782184608,g,velar,voiced,alta,anterior,final,
mbe2,eng,snh,i,vexig,0.156503836,6,1.647936181,3.640917695,g,velar,voiced,alta,anterior,final,
fbs2,snh,eng,i,fatigue,0.135888246,4,1.046312766,3.822948672,g,velar,voiced,alta,anterior,final,
fbs4,snh,eng,i,fatigue,0.125513921,4,1.274158177,3.139327655,g,velar,voiced,alta,anterior,final,
mbs1,snh,eng,i,fatigue,0.117693963,4,1.174590465,3.405442254,g,velar,voiced,alta,anterior,final,
mbs2,snh,eng,i,fatigue,0.184365429,4,1.370751226,2.918107913,g,velar,voiced,alta,anterior,final,
mbs4,snh,eng,i,fatigue,0.219904962,4,1.30314509,3.069497043,g,velar,voiced,alta,anterior,final,
mbs5,snh,eng,i,fatigue,0.114176148,4,1.542554601,2.593101079,g,velar,voiced,alta,anterior,final,
fbs1,snh,eng,i,fatigue,0.12778241,3,1.337118638,2.243630382,g,velar,voiced,alta,anterior,final,
mbs3,snh,eng,i,fatigue,0.240752214,4,2.172062559,1.841567584,g,velar,voiced,alta,anterior,final,
mbs4,snh,snh,i,vexig,0.132783213,5,1.22566153,4.079429661,g,velar,voiced,alta,anterior,final,
fbe3,eng,eng,i,critique,0.116065821,4,1.33276692,3.001274972,k,velar,voiceless,alta,anterior,final,
fbe4,eng,eng,i,critique,0.09238347,4,1.06539339,3.754481712,k,velar,voiceless,alta,anterior,final,
fbe5,eng,eng,i,critique,0.090529559,4,1.233943771,3.241638795,k,velar,voiceless,alta,anterior,final,
mbe1,eng,eng,i,critique,0.095560068,4,0.960531752,4.164359994,k,velar,voiceless,alta,anterior,final,
mbe2,eng,eng,i,critique,0.120052433,4,1.055319672,3.790320702,k,velar,voiceless,alta,anterior,final,
mbe4,eng,eng,i,critique,0.098701057,4,1.314926137,3.041995962,k,velar,voiceless,alta,anterior,final,
fbe1,eng,eng,i,critique,0.123214452,4,1.034255831,3.867515057,k,velar,voiceless,alta,anterior,final,
fbe2,eng,eng,i,critique,0.135706736,4,1.043425716,3.833526374,k,velar,voiceless,alta,anterior,final,
fbe4,eng,snh,i,picnic,0.079240901,6,1.335876371,4.491433585,k,velar,voiceless,alta,anterior,final,
fbs2,snh,eng,i,critique,0.077046981,4,0.855560744,4.675296324,k,velar,voiceless,alta,anterior,final,
fbs4,snh,eng,i,critique,0.104843428,4,1.227154087,3.259574361,k,velar,voiceless,alta,anterior,final,
mbs1,snh,eng,i,critique,0.132276267,4,1.335623292,2.994856428,k,velar,voiceless,alta,anterior,final,
mbs4,snh,eng,i,critique,0.113733583,4,1.21496306,3.292281167,k,velar,voiceless,alta,anterior,final,
fbs1,snh,eng,i,critique,0.090094378,4,1.001588165,3.993657413,k,velar,voiceless,alta,anterior,final,
mbs3,snh,eng,i,critique,0.122190649,4,1.377810024,2.90315786,k,velar,voiceless,alta,anterior,final,
mbs2,snh,snh,i,picnic,0.118537142,6,1.041257132,5.762265454,k,velar,voiceless,alta,anterior,final,
mbs3,snh,snh,i,picnic,0.118694964,6,1.349369307,4.446521771,k,velar,voiceless,alta,anterior,final,
fbe3,eng,eng,o,mowed,0.295165117,3,1.188703536,2.52375795,d,alveolar,voiced,media,posterior,final,
fbe4,eng,eng,o,mowed,0.170278123,3,0.870757649,3.445275508,d,alveolar,voiced,media,posterior,final,
fbe5,eng,eng,o,mowed,0.269638686,4,1.133622776,3.528510617,d,alveolar,voiced,media,posterior,final,
mbe2,eng,eng,o,mowed,0.221839273,3,1.085708458,2.763172725,d,alveolar,voiced,media,posterior,final,
mbe4,eng,eng,o,mowed,0.314483372,3,1.514771069,1.980497292,d,alveolar,voiced,media,posterior,final,
fbe1,eng,eng,o,mowed,0.185413011,3,0.888243243,3.377453218,d,alveolar,voiced,media,posterior,final,
fbe2,eng,eng,o,mowed,0.231534577,3,1.116011162,2.688145158,d,alveolar,voiced,media,posterior,final,
fbe2,eng,snh,o,yod,0.11474929,5,1.325785052,3.771350409,d,alveolar,voiced,media,posterior,final,
fbe3,eng,snh,o,yod,0.240960071,5,1.395702983,3.582424099,d,alveolar,voiced,media,posterior,final,
fbe4,eng,snh,o,yod,0.107548339,5,1.032596176,4.842163969,d,alveolar,voiced,media,posterior,final,
fbe5,eng,snh,o,yod,0.108162368,5,0.996371553,5.018208303,d,alveolar,voiced,media,posterior,final,
mbe4,eng,snh,o,yod,0.204699441,5,1.855177201,2.695160332,d,alveolar,voiced,media,posterior,final,
fbe1,eng,snh,o,yod,0.095482543,5,0.84376494,5.925821002,d,alveolar,voiced,media,posterior,final,
mbe1,eng,snh,o,yod,0.100688152,5,1.200168108,4.166083039,d,alveolar,voiced,media,posterior,final,
mbe2,eng,snh,o,yod,0.177342524,5,1.614074478,3.097750486,d,alveolar,voiced,media,posterior,final,
fbs2,snh,eng,o,mowed,0.245511937,3,0.983218464,3.051203889,d,alveolar,voiced,media,posterior,final,
fbs4,snh,eng,o,mowed,0.21489504,3,1.364809588,2.198108826,d,alveolar,voiced,media,posterior,final,
mbs4,snh,eng,o,mowed,0.36138654,3,1.819177481,1.64909693,d,alveolar,voiced,media,posterior,final,
mbs5,snh,eng,o,mowed,0.191326048,3,1.925989423,1.557640953,d,alveolar,voiced,media,posterior,final,
fbs1,snh,eng,o,mowed,0.153093934,3,1.17271873,2.55815817,d,alveolar,voiced,media,posterior,final,
mbs3,snh,eng,o,mowed,0.347042216,3,1.797151984,1.669307898,d,alveolar,voiced,media,posterior,final,
fbs1,snh,snh,o,yod,0.122632431,5,1.045917412,4.780492171,d,alveolar,voiced,media,posterior,final,
fbs2,snh,snh,o,yod,0.132638713,5,1.042975324,4.793977271,d,alveolar,voiced,media,posterior,final,
fbs4,snh,snh,o,yod,0.1281366,5,1.140807601,4.38286,d,alveolar,voiced,media,posterior,final,
mbs1,snh,snh,o,yod,0.18433437,5,0.890415416,5.615356504,d,alveolar,voiced,media,posterior,final,
mbs2,snh,snh,o,yod,0.091610056,5,0.847834754,5.897375607,d,alveolar,voiced,media,posterior,final,
mbs4,snh,snh,o,yod,0.154225025,5,1.92540284,2.596859159,d,alveolar,voiced,media,posterior,final,
mbs5,snh,snh,o,yod,0.108090043,5,1.032725691,4.84155671,d,alveolar,voiced,media,posterior,final,
fbe3,eng,eng,o,moat,0.180671585,3,1.23583809,2.427502458,t,alveolar,voiceless,media,posterior,final,
fbe4,eng,eng,o,moat,0.111852335,3,0.842499797,3.560831718,t,alveolar,voiceless,media,posterior,final,
fbe5,eng,eng,o,moat,0.183703447,3,1.120246867,2.677981156,t,alveolar,voiceless,media,posterior,final,
mbe1,eng,eng,o,moat,0.14092078,3,0.988921407,3.03360811,t,alveolar,voiceless,media,posterior,final,
mbe2,eng,eng,o,moat,0.159730588,3,0.823259849,3.644049936,t,alveolar,voiceless,media,posterior,final,
fbe1,eng,eng,o,moat,0.134245109,3,0.958815994,3.128858945,t,alveolar,voiceless,media,posterior,final,
fbe2,eng,eng,o,moat,0.167679619,3,0.906505574,3.309411532,t,alveolar,voiceless,media,posterior,final,
fbe4,eng,snh,o,argot,0.082500477,6,1.675261179,3.581531092,t,alveolar,voiceless,media,posterior,final,
fbe1,eng,snh,o,argot,0.110607312,6,1.225024695,4.897860447,t,alveolar,voiceless,media,posterior,final,
mbe1,eng,snh,o,argot,0.067746288,6,1.75777095,3.413414017,t,alveolar,voiceless,media,posterior,final,
mbe2,eng,snh,o,argot,0.170521658,6,1.467340435,4.089030642,t,alveolar,voiceless,media,posterior,final,
fbs2,snh,eng,o,moat,0.140461167,3,1.356526099,2.211531354,t,alveolar,voiceless,media,posterior,final,
fbs4,snh,eng,o,moat,0.18653007,3,0.997167269,3.008522336,t,alveolar,voiceless,media,posterior,final,
mbs2,snh,eng,o,moat,0.166946855,3,1.185930836,2.529658483,t,alveolar,voiceless,media,posterior,final,
mbs4,snh,eng,o,moat,0.18873728,3,1.492574702,2.00994965,t,alveolar,voiceless,media,posterior,final,
mbs5,snh,eng,o,moat,0.125299183,3,1.531536354,1.958817362,t,alveolar,voiceless,media,posterior,final,
fbs1,snh,eng,o,moat,0.138061157,3,0.991878989,3.024562505,t,alveolar,voiceless,media,posterior,final,
mbs3,snh,eng,o,moat,0.253580422,3,1.823758541,1.644954599,t,alveolar,voiceless,media,posterior,final,
fbs2,snh,snh,o,argot,0.088489866,6,1.195519499,5.018738718,t,alveolar,voiceless,media,posterior,final,
fbs4,snh,snh,o,argot,0.164843969,6,1.666348311,3.60068778,t,alveolar,voiceless,media,posterior,final,
mbs3,snh,snh,o,argot,0.169608123,6,1.287197001,4.661291159,t,alveolar,voiceless,media,posterior,final,
mbs4,snh,snh,o,argot,0.133445143,4,1.88974737,2.116685046,t,alveolar,voiceless,media,posterior,final,
mbs5,snh,snh,o,argot,0.138184146,6,1.039475721,5.77214059,t,alveolar,voiceless,media,posterior,final,
fbe3,eng,eng,o,rogue,0.262315598,3,1.350166276,2.22194855,g,velar,voiced,media,posterior,final,
fbe4,eng,eng,o,rogue,0.12003655,3,0.925905633,3.240071011,g,velar,voiced,media,posterior,final,
fbe5,eng,eng,o,rogue,0.202237882,3,1.033302176,2.903313348,g,velar,voiced,media,posterior,final,
mbe1,eng,eng,o,rogue,0.191860137,3,0.917946186,3.268165438,g,velar,voiced,media,posterior,final,
mbe2,eng,eng,o,rogue,0.142513024,3,0.878512188,3.414864406,g,velar,voiced,media,posterior,final,
mbe4,eng,eng,o,rogue,0.246897065,3,1.481202735,2.025381084,g,velar,voiced,media,posterior,final,
fbe1,eng,eng,o,rogue,0.191292916,3,1.005053314,2.984916282,g,velar,voiced,media,posterior,final,
fbe2,eng,eng,o,rogue,0.176285076,3,0.948997996,3.161229014,g,velar,voiced,media,posterior,final,
fbe2,eng,snh,o,esmog,0.145666646,6,1.450796948,4.135657996,g,velar,voiced,media,posterior,final,
fbe3,eng,snh,o,esmog,0.121061016,6,1.613268239,3.719158324,g,velar,voiced,media,posterior,final,
fbe4,eng,snh,o,esmog,0.100965878,6,1.162573248,5.160965134,g,velar,voiced,media,posterior,final,
fbe5,eng,snh,o,esmog,0.109166761,6,1.123057865,5.342556414,g,velar,voiced,media,posterior,final,
fbe1,eng,snh,o,esmog,0.118272333,6,1.000013725,5.99991765,g,velar,voiced,media,posterior,final,
mbe1,eng,snh,o,esmog,0.063140248,6,1.565019213,3.833818749,g,velar,voiced,media,posterior,final,
mbe2,eng,snh,o,esmog,0.130092073,6,1.247239361,4.810624316,g,velar,voiced,media,posterior,final,
fbs2,snh,eng,o,rogue,0.161888317,3,0.967444957,3.100951613,g,velar,voiced,media,posterior,final,
fbs4,snh,eng,o,rogue,0.240735786,3,1.148253085,2.612664438,g,velar,voiced,media,posterior,final,
mbs1,snh,eng,o,rogue,0.266679996,3,1.367198018,2.194268833,g,velar,voiced,media,posterior,final,
mbs4,snh,eng,o,rogue,0.230903924,3,1.237824534,2.423606834,g,velar,voiced,media,posterior,final,
mbs5,snh,eng,o,rogue,0.150763365,3,1.297949394,2.311338188,g,velar,voiced,media,posterior,final,
fbs1,snh,eng,o,rogue,0.127351406,3,1.02475889,2.927517906,g,velar,voiced,media,posterior,final,
mbs3,snh,eng,o,rogue,0.294744085,3,1.891484322,1.586055969,g,velar,voiced,media,posterior,final,
fbs1,snh,snh,o,esmog,0.109685322,6,1.479154944,4.056370176,g,velar,voiced,media,posterior,final,
fbs4,snh,snh,o,esmog,0.124501224,6,1.136534748,5.279205068,g,velar,voiced,media,posterior,final,
mbs1,snh,snh,o,esmog,0.141153074,6,1.232594344,4.867781544,g,velar,voiced,media,posterior,final,
mbs4,snh,snh,o,esmog,0.128127582,6,1.203376725,4.985969794,g,velar,voiced,media,posterior,final,
mbs5,snh,snh,o,esmog,0.095623622,6,0.992226498,6.047006419,g,velar,voiced,media,posterior,final,
fbe3,eng,eng,o,spoke,0.184524736,3,1.32307372,2.267447351,k,velar,voiceless,media,posterior,final,
fbe4,eng,eng,o,spoke,0.151895241,3,0.969443515,3.094558839,k,velar,voiceless,media,posterior,final,
fbe5,eng,eng,o,spoke,0.119018698,3,1.053366296,2.848012141,k,velar,voiceless,media,posterior,final,
mbe1,eng,eng,o,spoke,0.128416395,3,0.884824417,3.390503182,k,velar,voiceless,media,posterior,final,
mbe2,eng,eng,o,spoke,0.138681259,3,0.889562656,3.37244373,k,velar,voiceless,media,posterior,final,
