speaker,l1,target,vowel,word,vduration,syllables,srduration,speechrate,consonant,place,voicing,vowelht,vowelbk,context,
mbe4,eng,eng,o,spoke,0.211217537,3,1.737161281,1.726955368,k,velar,voiceless,media,posterior,final,
fbe1,eng,eng,o,spoke,0.112319001,3,1.080493151,2.776509965,k,velar,voiceless,media,posterior,final,
fbe2,eng,eng,o,spoke,0.145148813,3,1.005654593,2.983131605,k,velar,voiceless,media,posterior,final,
fbe3,eng,snh,o,languedoc,0.130400726,7,1.748733737,4.002896411,k,velar,voiceless,media,posterior,final,
fbe1,eng,snh,o,languedoc,0.079227977,7,1.64203275,4.263008761,k,velar,voiceless,media,posterior,final,
mbe2,eng,snh,o,languedoc,0.131159435,7,1.506845754,4.645465523,k,velar,voiceless,media,posterior,final,
fbs2,snh,eng,o,spoke,0.103345844,3,0.870174688,3.447583621,k,velar,voiceless,media,posterior,final,
fbs4,snh,eng,o,spoke,0.187744244,3,1.274158028,2.354496015,k,velar,voiceless,media,posterior,final,
mbs1,snh,eng,o,spoke,0.209370971,3,1.354568014,2.214728216,k,velar,voiceless,media,posterior,final,
mbs4,snh,eng,o,spoke,0.168058607,3,1.156173839,2.594765509,k,velar,voiceless,media,posterior,final,
mbs5,snh,eng,o,spoke,0.113181204,3,1.388299012,2.160917766,k,velar,voiceless,media,posterior,final,
fbs1,snh,eng,o,spoke,0.137600684,3,1.337118552,2.243630526,k,velar,voiceless,media,posterior,final,
mbs3,snh,eng,o,spoke,0.24010826,3,1.93985988,1.546503451,k,velar,voiceless,media,posterior,final,
fbs1,snh,snh,o,languedoc,0.170842858,7,3.671530779,1.90656171,k,velar,voiceless,media,posterior,final,
fbs4,snh,snh,o,languedoc,0.137633782,7,1.734711183,4.035253862,k,velar,voiceless,media,posterior,final,
mbs3,snh,snh,o,languedoc,0.163928083,7,2.056291452,3.404186694,k,velar,voiceless,media,posterior,final,
fbe3,eng,eng,u,mood,0.302679971,3,1.260600675,2.379817859,d,alveolar,voiced,alta,posterior,final,
fbe4,eng,eng,u,mood,0.168757133,3,0.931710684,3.219883652,d,alveolar,voiced,alta,posterior,final,
fbe5,eng,eng,u,mood,0.197596127,3,1.075760824,2.788723973,d,alveolar,voiced,alta,posterior,final,
mbe1,eng,eng,u,mood,0.163195908,3,0.818580843,3.664879315,d,alveolar,voiced,alta,posterior,final,
mbe2,eng,eng,u,mood,0.20232692,3,0.897850506,3.34131348,d,alveolar,voiced,alta,posterior,final,
mbe4,eng,eng,u,mood,0.287546692,3,1.837866283,1.632327677,d,alveolar,voiced,alta,posterior,final,
fbe1,eng,eng,u,mood,0.201891608,3,0.988942631,3.033543006,d,alveolar,voiced,alta,posterior,final,
fbe2,eng,eng,u,mood,0.211446828,3,0.915420022,3.277184163,d,alveolar,voiced,alta,posterior,final,
fbe2,eng,snh,u,gratitud,0.127057683,7,1.276438518,5.484008748,d,alveolar,voiced,alta,posterior,final,
fbe3,eng,snh,u,gratitud,0.22816643,7,2.04839976,3.417301709,d,alveolar,voiced,alta,posterior,final,
fbe4,eng,snh,u,gratitud,0.12222542,7,1.498347822,4.671812444,d,alveolar,voiced,alta,posterior,final,
fbe5,eng,snh,u,gratitud,0.109095854,7,1.485997521,4.710640429,d,alveolar,voiced,alta,posterior,final,
mbe4,eng,snh,u,gratitud,0.182777281,7,2.026952867,3.45345968,d,alveolar,voiced,alta,posterior,final,
fbe1,eng,snh,u,gratitud,0.112111881,7,1.071906333,6.530421347,d,alveolar,voiced,alta,posterior,final,
mbe2,eng,snh,u,gratitud,0.187573824,7,1.935760651,3.616149547,d,alveolar,voiced,alta,posterior,final,
fbs2,snh,eng,u,mood,0.185766764,3,0.917495304,3.269771503,d,alveolar,voiced,alta,posterior,final,
fbs4,snh,eng,u,mood,0.162202594,3,1.854999015,1.617251532,d,alveolar,voiced,alta,posterior,final,
mbs1,snh,eng,u,mood,0.240651666,3,1.428478495,2.100136621,d,alveolar,voiced,alta,posterior,final,
mbs4,snh,eng,u,mood,0.253184136,3,1.688535918,1.77668711,d,alveolar,voiced,alta,posterior,final,
mbs5,snh,eng,u,mood,0.154878097,3,1.406992029,2.132208242,d,alveolar,voiced,alta,posterior,final,
fbs1,snh,eng,u,mood,0.156449224,3,0.964478868,3.110488057,d,alveolar,voiced,alta,posterior,final,
mbs3,snh,eng,u,mood,0.321200765,3,2.082567777,1.440529347,d,alveolar,voiced,alta,posterior,final,
fbs1,snh,snh,u,gratitud,0.08581355,7,1.182968784,5.917315904,d,alveolar,voiced,alta,posterior,final,
fbs4,snh,snh,u,gratitud,0.134952193,7,1.264715613,5.534841136,d,alveolar,voiced,alta,posterior,final,
mbs1,snh,snh,u,gratitud,0.088303052,7,0.993733734,7.044140455,d,alveolar,voiced,alta,posterior,final,
mbs2,snh,snh,u,gratitud,0.083666309,7,1.207278296,5.798166025,d,alveolar,voiced,alta,posterior,final,
mbs3,snh,snh,u,gratitud,0.152133766,7,1.402330901,4.991689192,d,alveolar,voiced,alta,posterior,final,
mbs4,snh,snh,u,gratitud,0.193018867,7,1.501992603,4.660475681,d,alveolar,voiced,alta,posterior,final,
mbs5,snh,snh,u,gratitud,0.099115189,7,1.223971411,5.719087827,d,alveolar,voiced,alta,posterior,final,
fbe3,eng,eng,u,moot,0.215924565,3,1.255807517,2.388901134,t,alveolar,voiceless,alta,posterior,final,
fbe4,eng,eng,u,moot,0.108388778,3,0.885270276,3.388795581,t,alveolar,voiceless,alta,posterior,final,
fbe5,eng,eng,u,moot,0.154069707,3,1.04577446,2.868687384,t,alveolar,voiceless,alta,posterior,final,
mbe1,eng,eng,u,moot,0.125493171,3,0.899019423,3.336969061,t,alveolar,voiceless,alta,posterior,final,
mbe2,eng,eng,u,moot,0.142465123,3,1.140960797,2.629362908,t,alveolar,voiceless,alta,posterior,final,
mbe4,eng,eng,u,moot,0.173790504,3,1.619672112,1.852226742,t,alveolar,voiceless,alta,posterior,final,
fbe1,eng,eng,u,moot,0.163477906,3,1.124311204,2.66830037,t,alveolar,voiceless,alta,posterior,final,
fbe2,eng,eng,u,moot,0.123411549,3,0.887888593,3.378802277,t,alveolar,voiceless,alta,posterior,final,
fbe4,eng,snh,u,halibut,0.090099162,7,1.180625698,5.929059489,t,alveolar,voiceless,alta,posterior,final,
fbe5,eng,snh,u,halibut,0.082911917,7,1.876328384,3.730690246,t,alveolar,voiceless,alta,posterior,final,
fbe1,eng,snh,u,halibut,0.100243789,7,1.050570072,6.663049127,t,alveolar,voiceless,alta,posterior,final,
mbe2,eng,snh,u,halibut,0.115334649,7,1.286744689,5.440084626,t,alveolar,voiceless,alta,posterior,final,
fbs2,snh,eng,u,moot,0.09377192,3,0.946413494,3.169861818,t,alveolar,voiceless,alta,posterior,final,
fbs4,snh,eng,u,moot,0.148205022,3,1.128107998,2.659319856,t,alveolar,voiceless,alta,posterior,final,
mbs1,snh,eng,u,moot,0.221899588,3,1.304647542,2.299471623,t,alveolar,voiceless,alta,posterior,final,
mbs2,snh,eng,u,moot,0.180104792,3,1.036601318,2.89407311,t,alveolar,voiceless,alta,posterior,final,
mbs4,snh,eng,u,moot,0.198298064,3,1.450115952,2.068800081,t,alveolar,voiceless,alta,posterior,final,
mbs5,snh,eng,u,moot,0.122341994,3,1.467638237,2.044100463,t,alveolar,voiceless,alta,posterior,final,
fbs1,snh,eng,u,moot,0.065540667,3,0.915158926,3.278119149,t,alveolar,voiceless,alta,posterior,final,
mbs3,snh,eng,u,moot,0.253198802,3,1.760870315,1.703702978,t,alveolar,voiceless,alta,posterior,final,
fbs1,snh,snh,u,halibut,0.087567299,7,2.502988566,2.796656803,t,alveolar,voiceless,alta,posterior,final,
fbs4,snh,snh,u,halibut,0.120425211,7,1.495440675,4.68089448,t,alveolar,voiceless,alta,posterior,final,
mbs2,snh,snh,u,halibut,0.091754961,7,1.548990534,4.51907216,t,alveolar,voiceless,alta,posterior,final,
mbs5,snh,snh,u,halibut,0.07232916,7,1.646960989,4.250252463,t,alveolar,voiceless,alta,posterior,final,
fbe3,eng,eng,u,moog,0.287217443,3,1.236634986,2.425938158,g,velar,voiced,alta,posterior,final,
fbe4,eng,eng,u,moog,0.156403171,3,0.911393006,3.291664498,g,velar,voiced,alta,posterior,final,
fbe5,eng,eng,u,moog,0.247894515,3,1.116992172,2.685784265,g,velar,voiced,alta,posterior,final,
mbe1,eng,eng,u,moog,0.188084614,3,1.050433221,2.855964512,g,velar,voiced,alta,posterior,final,
mbe2,eng,eng,u,moog,0.185339604,3,1.06637014,2.813282075,g,velar,voiced,alta,posterior,final,
mbe4,eng,eng,u,moog,0.270782025,3,1.514771069,1.980497292,g,velar,voiced,alta,posterior,final,
fbe1,eng,eng,u,moog,0.185151786,3,1.0099204,2.970531143,g,velar,voiced,alta,posterior,final,
fbe2,eng,eng,u,moog,0.233382993,3,0.936068613,3.204893273,g,velar,voiced,alta,posterior,final,
fbe4,eng,snh,u,kremencug,0.09356911,7,1.530841793,4.572647567,g,velar,voiced,alta,posterior,final,
fbe1,eng,snh,u,kremencug,0.142939401,7,1.872546954,3.738224018,g,velar,voiced,alta,posterior,final,
fbs2,snh,eng,u,moog,0.270272403,3,1.267142512,2.367531648,g,velar,voiced,alta,posterior,final,
fbs4,snh,eng,u,moog,0.221624224,3,1.354737192,2.214451642,g,velar,voiced,alta,posterior,final,
mbs2,snh,eng,u,moog,0.193816323,3,1.033587942,2.902510641,g,velar,voiced,alta,posterior,final,
mbs4,snh,eng,u,moog,0.270063078,3,1.391327468,2.156214169,g,velar,voiced,alta,posterior,final,
mbs5,snh,eng,u,moog,0.219738474,3,1.661551516,1.805541369,g,velar,voiced,alta,posterior,final,
fbs1,snh,eng,u,moog,0.207654605,3,0.986398931,3.041365826,g,velar,voiced,alta,posterior,final,
mbs3,snh,eng,u,moog,0.313759821,3,1.550436637,1.934938796,g,velar,voiced,alta,posterior,final,
mbs1,snh,snh,u,kremencug,0.142900067,7,1.505353317,4.650071131,g,velar,voiced,alta,posterior,final,
mbs3,snh,snh,u,kremencug,0.116387967,7,1.623387988,4.311969812,g,velar,voiced,alta,posterior,final,
fbe3,eng,eng,u,spook,0.15264493,3,1.201913123,2.496020672,k,velar,voiceless,alta,posterior,final,
fbe4,eng,eng,u,spook,0.105843049,3,1.009804721,2.970871433,k,velar,voiceless,alta,posterior,final,
fbe5,eng,eng,u,spook,0.106829147,3,1.026614136,2.922227441,k,velar,voiceless,alta,posterior,final,
mbe1,eng,eng,u,spook,0.120329542,3,0.955799637,3.138733143,k,velar,voiceless,alta,posterior,final,
mbe2,eng,eng,u,spook,0.133563139,3,0.826022466,3.631862478,k,velar,voiceless,alta,posterior,final,
mbe4,eng,eng,u,spook,0.190192776,3,1.694231754,1.770714068,k,velar,voiceless,alta,posterior,final,
fbe1,eng,eng,u,spook,0.092773532,3,1.000186227,2.999441422,k,velar,voiceless,alta,posterior,final,
fbe2,eng,eng,u,spook,0.124868811,3,1.085918135,2.762639192,k,velar,voiceless,alta,posterior,final,
fbe4,eng,snh,u,nobuk,0.114987103,6,1.180625628,5.082051294,k,velar,voiceless,alta,posterior,final,
fbe5,eng,snh,u,nobuk,0.095841536,6,1.57159622,3.817774517,k,velar,voiceless,alta,posterior,final,
mbe2,eng,snh,u,nobuk,0.105413389,6,1.044069156,5.746745767,k,velar,voiceless,alta,posterior,final,
fbs2,snh,eng,u,spook,0.106153373,3,1.154098755,2.59943093,k,velar,voiceless,alta,posterior,final,
fbs4,snh,eng,u,spook,0.127415647,3,1.076067709,2.787928654,k,velar,voiceless,alta,posterior,final,
mbs1,snh,eng,u,spook,0.188902511,3,1.550333088,1.935068034,k,velar,voiceless,alta,posterior,final,
mbs4,snh,eng,u,spook,0.165237438,3,1.407657979,2.131199513,k,velar,voiceless,alta,posterior,final,
mbs5,snh,eng,u,spook,0.09141649,3,1.615274957,1.857268935,k,velar,voiceless,alta,posterior,final,
fbs1,snh,eng,u,spook,0.135506655,3,1.337118638,2.243630382,k,velar,voiceless,alta,posterior,final,
mbs3,snh,eng,u,spook,0.149507873,3,1.768126649,1.696711037,k,velar,voiceless,alta,posterior,final,
fbs1,snh,snh,u,nobuk,0.087697087,6,1.067238377,5.621986736,k,velar,voiceless,alta,posterior,final,
fbs2,snh,snh,u,nobuk,0.106985297,6,1.276735058,4.699487151,k,velar,voiceless,alta,posterior,final,
fbs4,snh,snh,u,nobuk,0.11536352,6,1.187807019,5.0513256,k,velar,voiceless,alta,posterior,final,
mbs1,snh,snh,u,nobuk,0.109541768,6,1.623035496,3.69677682,k,velar,voiceless,alta,posterior,final,
mbs4,snh,snh,u,nobuk,0.113204005,6,2.072482137,2.895079235,k,velar,voiceless,alta,posterior,final,
fbe3,eng,eng,a,fodder,0.164127063,4,1.27498015,3.137303744,d,alveolar,voiced,baja,central,open,
fbe4,eng,eng,a,fodder,0.15876823,4,0.911393006,4.388885997,d,alveolar,voiced,baja,central,open,
fbe5,eng,eng,a,fodder,0.180182772,4,1.000794954,3.996822709,d,alveolar,voiced,baja,central,open,
mbe1,eng,eng,a,fodder,0.097129489,4,0.870629336,4.594377692,d,alveolar,voiced,baja,central,open,
mbe2,eng,eng,a,fodder,0.153227128,4,0.839835551,4.762837197,d,alveolar,voiced,baja,central,open,
fbe1,eng,eng,a,fodder,0.147507081,4,0.988942631,4.044724008,d,alveolar,voiced,baja,central,open,
fbe2,eng,eng,a,fodder,0.172822329,4,0.932627166,4.288959347,d,alveolar,voiced,baja,central,open,
fbe3,eng,snh,a,dado,0.166216313,6,1.465487942,4.094199499,d,alveolar,voiced,baja,central,open,
fbe4,eng,snh,a,dado,0.136167269,6,1.090363795,5.502750576,d,alveolar,voiced,baja,central,open,
fbe5,eng,snh,a,dado,0.111849914,6,1.119633908,5.358894508,d,alveolar,voiced,baja,central,open,
mbe4,eng,snh,a,dado,0.192500567,6,2.118566556,2.832103614,d,alveolar,voiced,baja,central,open,
fbe1,eng,snh,a,dado,0.121675073,6,1.144491633,5.242502283,d,alveolar,voiced,baja,central,open,
mbe1,eng,snh,a,dado,0.129983524,6,1.10415466,5.434021355,d,alveolar,voiced,baja,central,open,
mbe2,eng,snh,a,dado,0.110716664,6,0.948127666,6.328261707,d,alveolar,voiced,baja,central,open,
fbs2,snh,eng,a,fodder,0.179277866,4,1.064715181,3.756873266,d,alveolar,voiced,baja,central,open,
fbs4,snh,eng,a,fodder,0.128169019,4,1.40509917,2.846774154,d,alveolar,voiced,baja,central,open,
mbs4,snh,eng,a,fodder,0.206884807,4,2.511574701,1.59262633,d,alveolar,voiced,baja,central,open,
fbs1,snh,eng,a,fodder,0.208778547,4,1.222038582,3.273219077,d,alveolar,voiced,baja,central,open,
mbs3,snh,eng,a,fodder,0.172736758,4,1.760870315,2.271603971,d,alveolar,voiced,baja,central,open,
fbs1,snh,snh,a,dado,0.152038961,6,1.146813206,5.231889525,d,alveolar,voiced,baja,central,open,
fbs2,snh,snh,a,dado,0.148239655,6,0.95332769,6.293743552,d,alveolar,voiced,baja,central,open,
fbs4,snh,snh,a,dado,0.119346776,6,1.192079852,5.033219871,d,alveolar,voiced,baja,central,open,
mbs1,snh,snh,a,dado,0.15254895,6,0.991855025,6.04927116,d,alveolar,voiced,baja,central,open,
mbs3,snh,snh,a,dado,0.154567497,6,1.280288967,4.686442011,d,alveolar,voiced,baja,central,open,
mbs4,snh,snh,a,dado,0.125022319,6,1.234575432,4.859970354,d,alveolar,voiced,baja,central,open,
mbs5,snh,snh,a,dado,0.12229013,6,1.068724686,5.614168065,d,alveolar,voiced,baja,central,open,
fbe3,eng,eng,a,otter,0.157576145,4,1.21266909,3.298509075,t,alveolar,voiceless,baja,central,open,
fbe4,eng,eng,a,otter,0.139227411,4,0.876562643,4.56327911,t,alveolar,voiceless,baja,central,open,
fbe5,eng,eng,a,otter,0.168306296,4,1.030781278,3.880551662,t,alveolar,voiceless,baja,central,open,
mbe1,eng,eng,a,otter,0.139860047,4,0.809117481,4.943657868,t,alveolar,voiceless,baja,central,open,
mbe2,eng,eng,a,otter,0.13885092,4,0.762482276,5.24602358,t,alveolar,voiceless,baja,central,open,
mbe4,eng,eng,a,otter,0.195315931,4,1.586103778,2.521903078,t,alveolar,voiceless,baja,central,open,
fbe1,eng,eng,a,otter,0.115097433,4,1.105510013,3.618239503,t,alveolar,voiceless,baja,central,open,
fbe2,eng,eng,a,otter,0.165859311,4,0.860357016,4.649232732,t,alveolar,voiceless,baja,central,open,
fbe2,eng,snh,a,dato,0.133435686,6,1.365262523,4.394759175,t,alveolar,voiceless,baja,central,open,
fbe3,eng,snh,a,dato,0.119733909,6,1.568113149,3.826254506,t,alveolar,voiceless,baja,central,open,
fbe4,eng,snh,a,dato,0.103184911,6,1.050648495,5.71075867,t,alveolar,voiceless,baja,central,open,
mbe4,eng,snh,a,dato,0.099882752,6,2.055582145,2.918881162,t,alveolar,voiceless,baja,central,open,
fbe1,eng,snh,a,dato,0.084088764,6,0.906528026,6.618659132,t,alveolar,voiceless,baja,central,open,
mbe1,eng,snh,a,dato,0.083048418,6,1.368191643,4.385350568,t,alveolar,voiceless,baja,central,open,
mbe2,eng,snh,a,dato,0.125255909,6,0.981989368,6.110045786,t,alveolar,voiceless,baja,central,open,
fbs2,snh,eng,a,otter,0.109877084,4,0.864916777,4.62472241,t,alveolar,voiceless,baja,central,open,
fbs4,snh,eng,a,otter,0.151962531,4,1.655229891,2.416582749,t,alveolar,voiceless,baja,central,open,
mbs4,snh,eng,a,otter,0.228777211,4,1.459914033,2.739887356,t,alveolar,voiceless,baja,central,open,
mbs5,snh,eng,a,otter,0.072103051,4,1.548499848,2.583145233,t,alveolar,voiceless,baja,central,open,
fbs1,snh,eng,a,otter,0.140481928,4,0.986398842,4.055154801,t,alveolar,voiceless,baja,central,open,
mbs3,snh,eng,a,otter,0.152263769,4,1.855202654,2.156098684,t,alveolar,voiceless,baja,central,open,
fbs1,snh,snh,a,dato,0.123574269,6,1.057876637,5.671738831,t,alveolar,voiceless,baja,central,open,
fbs4,snh,snh,a,dato,0.130479004,6,1.247624736,4.809138379,t,alveolar,voiceless,baja,central,open,
mbs1,snh,snh,a,dato,0.131795594,6,1.014397185,5.914842912,t,alveolar,voiceless,baja,central,open,
mbs2,snh,snh,a,dato,0.148033093,6,0.955828706,6.277275374,t,alveolar,voiceless,baja,central,open,
mbs3,snh,snh,a,dato,0.151741364,6,1.259564865,4.763549832,t,alveolar,voiceless,baja,central,open,
mbs4,snh,snh,a,dato,0.124416009,6,1.038469555,5.777733178,t,alveolar,voiceless,baja,central,open,
mbs5,snh,snh,a,dato,0.097147817,6,1.104723833,5.431221652,t,alveolar,voiceless,baja,central,open,
fbe3,eng,eng,a,chicago,0.13190932,5,1.385223073,3.609526941,g,velar,voiced,baja,central,open,
fbe4,eng,eng,a,chicago,0.131029359,5,1.039104127,4.811837301,g,velar,voiced,baja,central,open,
fbe5,eng,eng,a,chicago,0.178205646,5,1.100182576,4.544700225,g,velar,voiced,baja,central,open,
mbe1,eng,eng,a,chicago,0.152880363,5,0.984189684,5.080321487,g,velar,voiced,baja,central,open,
mbe2,eng,eng,a,chicago,0.117543554,6,1.334343983,4.49659164,g,velar,voiced,baja,central,open,
mbe4,eng,eng,a,chicago,0.169455533,5,1.724573156,2.899268137,g,velar,voiced,baja,central,open,
fbe1,eng,eng,a,chicago,0.144535722,5,1.12673047,4.437618519,g,velar,voiced,baja,central,open,
fbe2,eng,eng,a,chicago,0.147758807,5,1.022672046,4.889152899,g,velar,voiced,baja,central,open,
fbe2,eng,snh,a,pago,0.140877936,6,1.036283916,5.789919064,g,velar,voiced,baja,central,open,
fbe3,eng,snh,a,pago,0.179114509,6,1.547588663,3.876999195,g,velar,voiced,baja,central,open,
fbe4,eng,snh,a,pago,0.146837361,6,1.144521159,5.242367042,g,velar,voiced,baja,central,open,
fbe5,eng,snh,a,pago,0.105930127,6,0.989523788,6.06352275,g,velar,voiced,baja,central,open,
mbe4,eng,snh,a,pago,0.186847517,6,1.975420167,3.037328513,g,velar,voiced,baja,central,open,
fbe1,eng,snh,a,pago,0.125331947,6,0.937909532,6.397205482,g,velar,voiced,baja,central,open,
mbe1,eng,snh,a,pago,0.115667716,6,0.870859139,6.889747988,g,velar,voiced,baja,central,open,
mbe2,eng,snh,a,pago,0.154888709,6,1.472984052,4.073363858,g,velar,voiced,baja,central,open,
fbs2,snh,eng,a,chicago,0.161864761,5,1.017394506,4.914514447,g,velar,voiced,baja,central,open,
fbs4,snh,eng,a,chicago,0.202340749,5,1.693841173,2.951870623,g,velar,voiced,baja,central,open,
mbs1,snh,eng,a,chicago,0.146805965,5,1.281945486,3.900321858,g,velar,voiced,baja,central,open,
mbs2,snh,eng,a,chicago,0.208623232,5,1.322872031,3.779655086,g,velar,voiced,baja,central,open,
mbs4,snh,eng,a,chicago,0.181838813,5,1.505638813,3.320849566,g,velar,voiced,baja,central,open,
mbs5,snh,eng,a,chicago,0.070160429,5,1.436779295,3.480005605,g,velar,voiced,baja,central,open,
fbs1,snh,eng,a,chicago,0.12613482,5,1.22751867,4.073257802,g,velar,voiced,baja,central,open,
mbs3,snh,eng,a,chicago,0.167937984,5,1.765707871,2.831725498,g,velar,voiced,baja,central,open,
fbs1,snh,snh,a,pago,0.174865865,6,1.045917611,5.736589514,g,velar,voiced,baja,central,open,
fbs2,snh,snh,a,pago,0.109828678,6,0.879788934,6.819817532,g,velar,voiced,baja,central,open,
fbs4,snh,snh,a,pago,0.120599159,6,0.974172924,6.159070789,g,velar,voiced,baja,central,open,
mbs1,snh,snh,a,pago,0.096017305,6,0.911039237,6.585885389,g,velar,voiced,baja,central,open,
mbs2,snh,snh,a,pago,0.109464522,6,0.968724164,6.193713571,g,velar,voiced,baja,central,open,
mbs3,snh,snh,a,pago,0.178693585,6,1.335553239,4.492520272,g,velar,voiced,baja,central,open,
mbs4,snh,snh,a,pago,0.174068751,6,1.270231306,4.723549145,g,velar,voiced,baja,central,open,
mbs5,snh,snh,a,pago,0.134629597,6,0.904478933,6.633653674,g,velar,voiced,baja,central,open,
fbe3,eng,eng,a,taco,0.091909591,4,1.424848692,2.807315628,k,velar,voiceless,baja,central,open,
fbe4,eng,eng,a,taco,0.087990154,4,0.964990902,4.145116798,k,velar,voiceless,baja,central,open,
fbe5,eng,eng,a,taco,0.119422022,4,1.039990375,3.846189442,k,velar,voiceless,baja,central,open,
mbe1,eng,eng,a,taco,0.119077021,4,0.902750357,4.430903815,k,velar,voiceless,baja,central,open,
mbe2,eng,eng,a,taco,0.111043411,4,0.897850506,4.45508464,k,velar,voiceless,baja,central,open,
mbe4,eng,eng,a,taco,0.128189547,4,2.218937857,1.802664274,k,velar,voiceless,baja,central,open,
fbe1,eng,eng,a,taco,0.092609055,4,0.939347649,4.258274351,k,velar,voiceless,baja,central,open,
fbe2,eng,eng,a,taco,0.103158368,4,0.953719406,4.194105704,k,velar,voiceless,baja,central,open,
fbe2,eng,snh,a,paco,0.119517692,6,1.246830111,4.812203319,k,velar,voiceless,baja,central,open,
fbe3,eng,snh,a,paco,0.123607145,6,1.358757904,4.415797681,k,velar,voiceless,baja,central,open,
fbe4,eng,snh,a,paco,0.112591319,6,1.065090462,5.633324319,k,velar,voiceless,baja,central,open,
fbe5,eng,snh,a,paco,0.068184908,6,0.921044494,6.514343269,k,velar,voiceless,baja,central,open,
mbe4,eng,snh,a,paco,0.102407802,6,2.221631956,2.700717364,k,velar,voiceless,baja,central,open,
fbe1,eng,snh,a,paco,0.094353683,6,0.864445453,6.94086594,k,velar,voiceless,baja,central,open,
mbe1,eng,snh,a,paco,0.077495321,6,0.993739194,6.037801506,k,velar,voiceless,baja,central,open,
mbe2,eng,snh,a,paco,0.11471457,6,1.309319157,4.58253434,k,velar,voiceless,baja,central,open,
fbs2,snh,eng,a,taco,0.11406732,4,0.919727677,4.34911344,k,velar,voiceless,baja,central,open,
fbs4,snh,eng,a,taco,0.114893512,4,1.032420657,3.874389739,k,velar,voiceless,baja,central,open,
mbs1,snh,eng,a,taco,0.140706381,4,1.174590465,3.405442254,k,velar,voiceless,baja,central,open,
mbs2,snh,eng,a,taco,0.18289503,4,1.155127438,3.46282139,k,velar,voiceless,baja,central,open,
mbs4,snh,eng,a,taco,0.111982228,4,1.231292643,3.248618451,k,velar,voiceless,baja,central,open,
mbs5,snh,eng,a,taco,0.092222492,4,1.344226152,2.975689763,k,velar,voiceless,baja,central,open,
fbs1,snh,eng,a,taco,0.142822558,4,1.024758956,3.903356957,k,velar,voiceless,baja,central,open,
mbs3,snh,eng,a,taco,0.151850396,4,2.155131114,1.856035568,k,velar,voiceless,baja,central,open,
fbs1,snh,snh,a,paco,0.152989714,6,1.89707779,3.162759077,k,velar,voiceless,baja,central,open,
fbs2,snh,snh,a,paco,0.114527593,6,0.991943495,6.048731637,k,velar,voiceless,baja,central,open,
fbs4,snh,snh,a,paco,0.120149804,6,1.260442855,4.760231675,k,velar,voiceless,baja,central,open,
mbs1,snh,snh,a,paco,0.121532363,6,1.001247592,5.992523776,k,velar,voiceless,baja,central,open,
mbs3,snh,snh,a,paco,0.149024767,6,1.342461273,4.469402672,k,velar,voiceless,baja,central,open,
mbs4,snh,snh,a,paco,0.107752792,6,1.002813979,5.983163503,k,velar,voiceless,baja,central,open,
mbs5,snh,snh,a,paco,0.098279098,6,1.030475592,5.822554216,k,velar,voiceless,baja,central,open,
fbe3,eng,eng,e,aiding,0.201642383,4,1.356463844,2.948843802,d,alveolar,voiced,media,anterior,open,
fbe4,eng,eng,e,aiding,0.149917758,4,0.93461321,4.279845351,d,alveolar,voiced,media,anterior,open,
fbe5,eng,eng,e,aiding,0.164123244,4,1.188209691,3.36640917,d,alveolar,voiced,media,anterior,open,
mbe1,eng,eng,e,aiding,0.137931933,4,0.757068988,5.283534346,d,alveolar,voiced,media,anterior,open,
mbe2,eng,eng,e,aiding,0.170790608,4,0.933764527,4.283735231,d,alveolar,voiced,media,anterior,open,
mbe4,eng,eng,e,aiding,0.200260638,4,1.510575027,2.647998232,d,alveolar,voiced,media,anterior,open,
fbe1,eng,eng,e,aiding,0.13777609,4,1.075428108,3.719449,d,alveolar,voiced,media,anterior,open,
fbe2,eng,eng,e,aiding,0.167503701,4,0.898212879,4.453287292,d,alveolar,voiced,media,anterior,open,
fbe3,eng,eng,e,ladle,0.167346801,4,1.172834637,3.410540474,d,alveolar,voiced,media,anterior,open,
fbe4,eng,eng,e,ladle,0.101549298,4,0.973953712,4.10697136,d,alveolar,voiced,media,anterior,open,
fbe5,eng,eng,e,ladle,0.124948462,4,0.919605637,4.349690605,d,alveolar,voiced,media,anterior,open,
mbe1,eng,eng,e,ladle,0.118687881,4,1.339066194,2.987156288,d,alveolar,voiced,media,anterior,open,
mbe2,eng,eng,e,ladle,0.141243147,4,0.997304716,4.010810271,d,alveolar,voiced,media,anterior,open,
mbe4,eng,eng,e,ladle,0.182125084,4,1.59940535,2.500929487,d,alveolar,voiced,media,anterior,open,
fbe1,eng,eng,e,ladle,0.1012842,4,0.84687301,4.723258331,d,alveolar,voiced,media,anterior,open,
fbe2,eng,eng,e,ladle,0.160507369,4,0.934833873,4.278835112,d,alveolar,voiced,media,anterior,open,
fbe2,eng,snh,e,quedo,0.102013272,6,1.29617695,4.628997609,d,alveolar,voiced,media,anterior,open,
fbe3,eng,snh,e,quedo,0.140027842,6,1.506538025,3.98264093,d,alveolar,voiced,media,anterior,open,
fbe4,eng,snh,e,quedo,0.113159667,6,1.021764687,5.872193544,d,alveolar,voiced,media,anterior,open,
fbe5,eng,snh,e,quedo,0.098949283,6,1.00664333,5.960403075,d,alveolar,voiced,media,anterior,open,
mbe4,eng,snh,e,quedo,0.168893866,6,2.107114845,2.847495481,d,alveolar,voiced,media,anterior,open,
